Four_Weeks_Periods,Retailer_Trade_Areas,Category,Sub_Category,Brand_High,Sales,Base_Sales,Incr_Sales,Units,Base_Units,Incr_Units,Percent_ACV,Any_Promo_Spend,Any_Promo_Base_Spend,Any_Promo_Incr_Spend,Disp_without_Feat_Spend,Disp_without_Feat_Base_Spend,Disp_without_Feat_Incr_Spend,Feat_and_Disp_Spend,Feat_and_Disp_Base_Spend,Feat_and_Disp_Incr_Spend,Feat_without_Disp_Spend,Feat_without_Disp_Base_Spend,Feat_without_Disp_Incr_Spend,No_Promo_Spend,No_Promo_Base_Spend,No_Promo_Incr_Spend,Price_Decr_Spend,Price_Decr_Base_Spend,Price_Decr_Incr_Spend,Any_Disp_Spend,Any_Disp_Base_Spend,Any_Disp_Incr_Spend,Any_Feat_Spend,Any_Feat_Base_Spend,Any_Feat_Incr_Spend,Any_Price_Decr_Spend,Any_Price_Decr_Base_Spend,Any_Price_Decr_Incr_Spend,Any_Promo_Units,Any_Promo_Base_Units,Any_Promo_Incr_Units,Disp_without_Feat_Units,Disp_without_Feat_Base_Units,Disp_without_Feat_Incr_Units,Feat_and_Disp_Units,Feat_and_Disp_Base_Units,Feat_and_Disp_Incr_Units,Feat_without_Disp_Units,Feat_without_Disp_Base_Units,Feat_without_Disp_Incr_Units,No_Promo_Units,No_Promo_Base_Units,No_Promo_Incr_Units,Price_Decr_Units,Price_Decr_Base_Units,Price_Decr_Incr_Units,Any_Disp_Units,Any_Disp_Base_Units,Any_Disp_Incr_Units,Any_Feat_Units,Any_Feat_Base_Units,Any_Feat_Incr_Units,Any_Price_Decr_Units,Any_Price_Decr_Base_Units,Any_Price_Decr_Incr_Units
4 W/E 03/30/13,WEST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,3216,3140,76,1057,1028,29,38,0,0,0,0,0,0,0,0,0,0,0,0,3216,3140,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,1028,29,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,WEST CENSUS TA,SOUP,SOUP IN OUT,NISSIN,39,40,-1,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,40,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,402,355,48,105,90,15,84,0,0,0,0,0,0,0,0,0,0,0,0,402,355,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,90,15,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,36311,36277,34,26931,26753,178,100,0,0,0,0,0,0,0,0,0,0,0,0,36311,36277,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26931,26753,178,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,75,97,-22,23,30,-7,42,0,0,0,0,0,0,0,0,0,0,0,0,75,97,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,-7,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,6372,6146,226,7203,5771,1432,94,3742,3612,130,0,0,0,0,0,0,0,0,0,2629,2534,96,3742,3612,130,0,0,0,0,0,0,3742,3612,130,4570,3180,1390,0,0,0,0,0,0,0,0,0,2633,2591,43,4570,3180,1390,0,0,0,0,0,0,4570,3180,1390
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,2238,1895,342,718,543,175,100,2116,1563,553,0,0,0,0,0,0,0,0,0,121,333,-211,2116,1563,553,0,0,0,0,0,0,2116,1563,553,680,446,233,0,0,0,0,0,0,0,0,0,38,97,-58,680,446,233,0,0,0,0,0,0,680,446,233
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,CUGINO'S,422,432,-11,147,145,2,84,220,167,53,0,0,0,0,0,0,0,0,0,202,265,-63,220,167,53,0,0,0,0,0,0,220,167,53,79,56,23,0,0,0,0,0,0,0,0,0,68,89,-21,79,56,23,0,0,0,0,0,0,79,56,23
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,KNORR,705,818,-113,406,471,-65,100,0,0,0,0,0,0,0,0,0,0,0,0,705,818,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,471,-65,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,LIPTON,4020,4063,-42,2862,2895,-33,100,0,0,0,0,0,0,0,0,0,0,0,0,4020,4063,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2862,2895,-33,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,36,27,9,15,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,36,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,752,849,-98,874,800,74,100,394,523,-129,0,0,0,0,0,0,0,0,0,358,326,32,394,523,-129,0,0,0,0,0,0,394,523,-129,487,445,41,0,0,0,0,0,0,0,0,0,388,354,33,487,445,41,0,0,0,0,0,0,487,445,41
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,764,444,320,219,105,114,78,693,392,301,189,182,7,0,0,0,0,0,0,72,52,19,503,210,294,189,182,7,0,0,0,693,392,301,199,91,107,54,43,12,0,0,0,0,0,0,21,13,7,144,49,96,54,43,12,0,0,0,199,91,107
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,DRY SOUP,WYLER'S,2818,2918,-100,1781,1814,-33,100,0,0,0,0,0,0,0,0,0,0,0,0,2818,2918,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,1814,-33,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RAMEN,MARUCHAN,5314,5090,224,12365,11625,740,100,387,297,91,0,0,0,0,0,0,0,0,0,4926,4794,133,387,297,91,0,0,0,0,0,0,387,297,91,309,198,111,0,0,0,0,0,0,0,0,0,12056,11427,629,309,198,111,0,0,0,0,0,0,309,198,111
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RAMEN,NISSIN,1062,1052,10,1988,1835,153,100,191,236,-46,0,0,0,0,0,0,0,0,0,871,816,55,191,236,-46,0,0,0,0,0,0,191,236,-46,246,212,34,0,0,0,0,0,0,0,0,0,1742,1623,119,246,212,34,0,0,0,0,0,0,246,212,34
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,AMY'S,7511,7890,-379,2641,2783,-142,100,0,0,0,0,0,0,0,0,0,0,0,0,7511,7890,-379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,2783,-142,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,33221,33525,-304,16412,16677,-265,100,1359,1020,340,0,0,0,0,0,0,0,0,0,31862,32505,-644,1359,1020,340,0,0,0,0,0,0,1359,1020,340,520,341,179,0,0,0,0,0,0,0,0,0,15892,16336,-444,520,341,179,0,0,0,0,0,0,520,341,179
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,1154,1085,69,353,296,57,94,1154,1078,76,0,0,0,0,0,0,0,0,0,0,7,-7,1154,1078,76,0,0,0,0,0,0,1154,1078,76,353,294,59,0,0,0,0,0,0,0,0,0,0,2,-2,353,294,59,0,0,0,0,0,0,353,294,59
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,2018,1686,332,703,592,111,100,144,39,105,0,0,0,0,0,0,0,0,0,1874,1647,227,144,39,105,0,0,0,0,0,0,144,39,105,57,13,43,0,0,0,0,0,0,0,0,0,646,579,68,57,13,43,0,0,0,0,0,0,57,13,43
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,3105,3211,-106,1587,1638,-51,100,0,0,0,0,0,0,0,0,0,0,0,0,3105,3211,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,1638,-51,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,IMAGINE,1650,1393,257,422,371,51,100,0,0,0,0,0,0,0,0,0,0,0,0,1650,1393,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,371,51,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,MARIE CALLENDER'S,312,220,92,118,83,35,78,55,26,30,0,0,0,0,0,0,0,0,0,257,195,62,55,26,30,0,0,0,0,0,0,55,26,30,22,10,12,0,0,0,0,0,0,0,0,0,96,74,23,22,10,12,0,0,0,0,0,0,22,10,12
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,1198,1260,-62,444,468,-24,100,0,0,0,0,0,0,0,0,0,0,0,0,1198,1260,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,468,-24,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,PACIFIC,1629,1721,-92,414,437,-23,100,0,0,0,0,0,0,0,0,0,0,0,0,1629,1721,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,437,-23,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,5136,4858,278,3004,2762,242,100,1152,1003,149,0,0,0,0,0,0,0,0,0,3984,3855,130,1152,1003,149,0,0,0,0,0,0,1152,1003,149,655,496,160,0,0,0,0,0,0,0,0,0,2349,2266,82,655,496,160,0,0,0,0,0,0,655,496,160
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,PROGRESSO,44033,38766,5267,26743,19898,6845,100,27342,22164,5178,4572,2552,2020,0,0,0,0,0,0,16691,16601,89,22770,19612,3158,4572,2552,2020,0,0,0,27342,22164,5178,18228,11468,6760,3048,1363,1685,0,0,0,0,0,0,8515,8430,85,15180,10104,5076,3048,1363,1685,0,0,0,18228,11468,6760
4 W/E 03/30/13,SOUTH CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,4977,4871,107,2183,2036,147,100,4012,3864,148,2324,2369,-46,0,0,0,0,0,0,966,1007,-41,1688,1494,194,2324,2369,-46,0,0,0,2820,2780,39,1770,1600,169,1019,996,23,0,0,0,0,0,0,413,435,-22,750,604,146,1019,996,23,0,0,0,1253,1125,129
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,BAR HARBOR,1062,1189,-127,270,303,-33,34,4,0,4,0,0,0,0,0,0,0,0,0,1058,1189,-131,4,0,4,0,0,0,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,268,303,-35,2,0,2,0,0,0,0,0,0,2,0,2
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,CAMPBELL'S,554749,465195,89554,421317,304231,117086,100,215760,127802,87958,13552,10994,2557,46056,12932,33124,136311,86744,49566,338989,337393,1595,19842,17131,2711,59607,23926,35681,182366,99676,82690,190603,105915,84688,206945,90179,116765,12743,9853,2890,45902,11358,34543,130833,56106,74727,214372,214051,321,17467,12862,4605,58645,21211,37434,176734,67464,109270,183017,69251,113765
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,DOMINIQUE'S,111,134,-23,35,43,-8,6,0,0,0,0,0,0,0,0,0,0,0,0,111,134,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,-8,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,CONDENSED SOUP,PRIVATE LABEL,127166,117635,9531,148979,107489,41490,100,82326,73493,8833,1196,716,480,0,0,0,6843,5384,1459,44840,44142,698,74287,67392,6895,1196,716,480,6843,5384,1459,81213,72408,8805,98880,58020,40860,1749,854,895,0,0,0,7828,4632,3195,50099,49469,630,89303,52534,36770,1749,854,895,7828,4632,3195,97493,56664,40829
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,BEAR CREEK,27631,24630,3001,7237,6566,671,100,2287,1845,442,783,737,46,0,0,0,0,0,0,25344,22785,2559,1504,1108,396,783,737,46,0,0,0,1544,1350,194,624,480,143,199,190,8,0,0,0,0,0,0,6613,6086,527,425,290,135,199,190,8,0,0,0,436,351,85
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,BOB'S RED MILL,18,15,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,CUGINO'S,3856,3684,173,1222,1158,64,83,417,436,-19,0,0,0,0,0,0,0,0,0,3440,3248,192,417,436,-19,0,0,0,0,0,0,417,436,-19,138,137,1,0,0,0,0,0,0,0,0,0,1084,1021,63,138,137,1,0,0,0,0,0,0,138,137,1
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,JOSIE'S CLASSIC CREATIONS,107,104,3,25,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,107,104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,KNORR,7011,6593,419,3508,3284,224,95,0,0,0,0,0,0,0,0,0,0,0,0,7011,6593,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508,3284,224,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,LIPTON,45808,44210,1598,31355,30240,1115,100,482,494,-12,0,0,0,0,0,0,0,0,0,45326,43716,1610,482,494,-12,0,0,0,0,0,0,482,494,-12,378,362,16,0,0,0,0,0,0,0,0,0,30977,29878,1099,378,362,16,0,0,0,0,0,0,378,362,16
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,MY FAVORITE GOURMET,22,33,-11,9,14,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,22,33,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,-5,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,PRIVATE LABEL,10176,10493,-317,11228,9346,1882,99,5780,6034,-254,423,575,-152,0,0,0,0,0,0,4396,4459,-63,5358,5459,-102,423,575,-152,0,0,0,5658,5887,-229,6859,4916,1943,448,463,-15,0,0,0,0,0,0,4369,4430,-60,6411,4453,1958,448,463,-15,0,0,0,6760,4797,1963
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,SHORE LUNCH,4094,4468,-374,902,997,-95,75,0,0,0,0,0,0,0,0,0,0,0,0,4094,4468,-374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,997,-95,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,46,46,-1,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,46,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & MCILHENNY,0,4,-4,0,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,6,16,-10,1,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,WYLER'S,29166,30267,-1101,16002,16444,-442,99,0,0,0,0,0,0,0,0,0,0,0,0,29166,30267,-1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16002,16444,-442,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,MARUCHAN,107374,96301,11074,185465,162795,22670,100,36106,26474,9633,11746,10242,1504,1120,334,785,3919,1653,2266,71268,69827,1441,19322,14244,5078,12866,10576,2289,5039,1988,3051,27584,18086,9497,35958,18227,17731,5425,4726,699,547,102,446,15374,4442,10933,149507,144567,4939,14612,8958,5654,5973,4828,1145,15922,4543,11378,31629,13922,17707
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,NISSIN,11882,10731,1151,29027,26276,2751,99,2080,1317,764,0,0,0,0,0,0,653,542,111,9802,9414,388,1427,775,652,0,0,0,653,542,111,1532,936,596,4812,1995,2817,0,0,0,0,0,0,581,447,134,24215,24281,-66,4231,1548,2682,0,0,0,581,447,134,4331,1674,2658
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,AMY'S,15977,16503,-526,4601,4728,-127,84,0,217,-217,0,0,0,0,0,0,0,0,0,15977,16287,-309,0,217,-217,0,0,0,0,0,0,0,217,-217,0,56,-56,0,0,0,0,0,0,0,0,0,4601,4672,-71,0,56,-56,0,0,0,0,0,0,0,56,-56
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,BAXTERS,8,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,CAMPBELL'S,313416,317645,-4229,141739,143082,-1343,100,17406,11295,6110,4945,4712,233,0,0,0,0,0,0,296011,306350,-10339,12460,6583,5877,4945,4712,233,0,0,0,14345,8430,5915,7476,4459,3017,2359,2156,204,0,0,0,0,0,0,134263,138622,-4359,5116,2303,2813,2359,2156,204,0,0,0,6062,3148,2914
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,DOMINIQUE'S,0,4,-4,0,1,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,EARTH'S BEST,988,799,190,286,228,58,28,100,94,6,0,0,0,0,0,0,0,0,0,889,705,184,100,94,6,0,0,0,0,0,0,100,94,6,32,27,5,0,0,0,0,0,0,0,0,0,254,201,53,32,27,5,0,0,0,0,0,0,32,27,5
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTH VALLEY,5980,5467,513,1725,1568,157,74,19,1,18,0,0,0,0,0,0,0,0,0,5962,5466,495,19,1,18,0,0,0,0,0,0,19,1,18,11,0,11,0,0,0,0,0,0,0,0,0,1714,1568,146,11,0,11,0,0,0,0,0,0,11,0,11
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTHY CHOICE,19910,16623,3286,9210,7287,1923,99,8115,4953,3162,0,0,0,0,0,0,7861,4583,3278,11794,11670,124,255,370,-116,0,0,0,7861,4583,3278,6816,4206,2610,4041,2149,1892,0,0,0,0,0,0,3938,2004,1934,5169,5138,31,103,145,-42,0,0,0,3938,2004,1934,3377,1760,1617
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,IMAGINE,3998,3999,-1,809,816,-7,65,0,0,0,0,0,0,0,0,0,0,0,0,3998,3999,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,816,-7,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,MARIE CALLENDER'S,4398,2302,2096,1948,881,1067,79,2453,916,1537,0,0,0,0,0,0,2420,850,1570,1944,1386,559,33,66,-33,0,0,0,2420,850,1570,2374,888,1486,1220,352,868,0,0,0,0,0,0,1205,326,879,728,529,199,15,25,-10,0,0,0,1205,326,879,1180,336,844
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,MUIR GLEN,5223,5237,-14,1836,1806,30,74,356,277,79,0,0,0,0,0,0,251,224,27,4867,4960,-93,105,53,52,0,0,0,251,224,27,328,277,52,158,90,68,0,0,0,0,0,0,116,72,44,1678,1716,-39,42,18,24,0,0,0,116,72,44,145,90,56
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PACIFIC,4035,3742,293,916,817,99,65,224,117,106,0,0,0,0,0,0,0,0,0,3811,3624,187,224,117,106,0,0,0,0,0,0,224,117,106,64,29,35,0,0,0,0,0,0,0,0,0,852,787,64,64,29,35,0,0,0,0,0,0,64,29,35
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PRIVATE LABEL,50456,41504,8952,29151,23003,6148,100,22564,14600,7963,0,0,0,0,0,0,12259,6972,5287,27892,26903,989,10304,7628,2676,0,0,0,12259,6972,5287,19030,12476,6554,13470,7920,5550,0,0,0,0,0,0,7367,3927,3440,15681,15083,598,6103,3993,2110,0,0,0,7367,3927,3440,11337,6670,4667
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PROGRESSO,249928,206266,43662,130273,97668,32605,100,101435,53938,47497,15485,10386,5099,4564,1845,2718,43367,25198,18170,148493,152329,-3835,38019,16509,21510,20049,12231,7818,47931,27043,20888,82229,38147,44082,58334,24072,34262,7993,4792,3201,2502,798,1704,24855,11239,13616,71939,73596,-1657,22984,7244,15740,10496,5590,4905,27357,12037,15320,49446,16734,32712
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,WOLFGANG PUCK,2900,3029,-129,953,987,-34,36,0,0,0,0,0,0,0,0,0,0,0,0,2900,3029,-129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,987,-34,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,TOTAL CENSUS TRADING AREA,SOUP,SOUP IN OUT,NISSIN,39,30,9,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,EAST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,301,333,-32,76,84,-8,33,0,0,0,0,0,0,0,0,0,0,0,0,301,333,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,84,-8,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,EAST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,106223,92333,13890,80216,62493,17723,100,41348,28497,12851,1623,1032,591,7350,2430,4920,23876,17414,6461,64875,63836,1039,8499,7621,878,8973,3462,5511,31226,19845,11381,35472,24425,11047,37068,20320,16748,1299,736,563,6969,2057,4912,21666,11817,9849,43148,42174,975,7134,5710,1424,8268,2793,5475,28635,13874,14761,31201,16319,14882
4 W/E 04/27/13,EAST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,9,13,-3,3,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,13,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,EAST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,26014,23573,2441,30287,21405,8882,100,16814,14645,2169,150,29,121,0,0,0,2717,1923,794,9200,8928,272,13947,12694,1254,150,29,121,2717,1923,794,16494,14374,2120,20411,11857,8554,228,37,191,0,0,0,3102,1638,1463,9876,9548,328,17081,10181,6900,228,37,191,3102,1638,1463,20006,11511,8494
4 W/E 04/27/13,EAST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,5474,4837,637,1503,1343,160,100,338,209,129,0,0,0,0,0,0,0,0,0,5136,4628,508,338,209,129,0,0,0,0,0,0,338,209,129,101,57,44,0,0,0,0,0,0,0,0,0,1402,1286,116,101,57,44,0,0,0,0,0,0,101,57,44
4 W/E 04/27/13,EAST CENSUS TA,SOUP,DRY SOUP,CUGINO'S,669,622,47,214,197,17,77,59,53,6,0,0,0,0,0,0,0,0,0,610,569,42,59,53,6,0,0,0,0,0,0,59,53,6,20,17,3,0,0,0,0,0,0,0,0,0,194,180,14,20,17,3,0,0,0,0,0,0,20,17,3
4 W/E 04/27/13,EAST CENSUS TA,SOUP,DRY SOUP,KNORR,858,916,-59,426,458,-32,89,0,0,0,0,0,0,0,0,0,0,0,0,858,916,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,458,-32,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 04/27/13,EAST CENSUS TA,SOUP,DRY SOUP,LIPTON,7767,7628,139,5539,5403,136,100,302,212,89,0,0,0,0,0,0,0,0,0,7465,7415,49,302,212,89,0,0,0,0,0,0,302,212,89,239,158,81,0,0,0,0,0,0,0,0,0,5300,5245,55,239,158,81,0,0,0,0,0,0,239,158,81
